tags|user_id|user_username|user_screen_name|user_profile_image_url|videolow|videostd|imagelow|imagestd|link|created_at|text|caption_id|type|id|likes_count
@380142891
finaestampa!!semfiltro!!mechas!!garopaba!!hair!!blond!!loira!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706910_847895668583850_141454566_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706910_847895668583850_141454566_n.jpg|http://instagram.com/p/ttcn_TRT7c/|2014-10-04 00:15:42|Fechando o dia com uma loira linda e querida!! #mechas #loira #blond #hair #cabeleireira #FinaEstampa #semfiltro #Garopaba|823440200654208649|image|823440200209612508_1414069430|4
finaestampa!!guilhermeboury!!redeglobo!!chiquititas!!sbt|565294570|grupojurol|http://photos-e.ak.instagram.com/hphotos-ak-xap1/10499319_578671342253924_1108636417_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/1516078_1573740249512505_1666251329_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/1516078_1573740249512505_1666251329_n.jpg|http://instagram.com/p/ttR3WDx2yB/|2014-10-03 22:41:41|@guiboury como Daniel na novela "Fina Estampa" em 2011. Cena: Antenor fala de Tereza Cristina para Daniel. #RedeGlobo #GuilhermeBoury #FinaEstampa #Chiquititas #SBT|823392877412839413|image|823392876926299265_565294570|4
finaestampa!!guilhermeboury!!redeglobo!!chiquititas!!sbt|565294570|grupojurol|http://photos-e.ak.instagram.com/hphotos-ak-xap1/10499319_578671342253924_1108636417_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10693624_450557851751098_690231700_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10693624_450557851751098_690231700_n.jpg|http://instagram.com/p/ttRacOx2xX/|2014-10-03 22:37:44|@guiboury como Daniel na novela "Fina Estampa" em 2011. Cena: Daniel se anima com a repercussao que o clipe de Solange teve na internet. #RedeGlobo #GuilhermeBoury #FinaEstampa #Chiquititas #SBT|823390891208568663|image|823390890688474199_565294570|4
finaestampa!!guilhermeboury!!redeglobo!!chiquititas!!sbt|565294570|grupojurol|http://photos-e.ak.instagram.com/hphotos-ak-xap1/10499319_578671342253924_1108636417_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706733_1505833716323801_1311801192_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706733_1505833716323801_1311801192_n.jpg|http://instagram.com/p/ttROeHR2xD/|2014-10-03 22:36:06|@guiboury como Daniel na novela "Fina Estampa" em 2011. Cena que Daniel pede Solange em casamento. #RedeGlobo #GuilhermeBoury #FinaEstampa #Chiquititas #SBT|823390068537782047|image|823390068076407875_565294570|4
likesforlikes!!love!!casal!!aiquetudo!!diva!!likebackteam!!liker!!likeall!!liking!!baltazar!!tagsforlikes!!likes!!like4like!!tflers!!globonovelas!!liketeam!!likes4likes!!likeback!!instagood!!finaestampa!!boatarde!!likeforlike!!photooftheday!!amor!!redeglobo!!dirapaes!!likealways!!followme!!l4l|1419063663|fcdirapaes|http://photos-g.ak.instagram.com/hphotos-ak-xaf1/10601949_1516288928589302_1475662114_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10707009_299712320228535_396398989_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10707009_299712320228535_396398989_n.jpg|http://instagram.com/p/tsoRUbuUDf/|2014-10-03 16:38:14| Todo dia e uma ocasiao Especial. Guarde apenas o que tem que ser guardado : Lembrancas ,sorrisos , poemas, cheiros , saudades , momentos ...   Celeste e Baltazar - Fina Estampa  #DiraPaes #Baltazar #FinaEstampa #Diva #RedeGlobo #GloboNovelas  #Casal #Amor|823209945057542744|image|823209943933468895_1419063663|4
finaestampa!!sextafeira!!arrasenofds|1462014277|finaestampaloja_|http://photos-f.ak.instagram.com/hphotos-ak-xfa1/914449_461430510664237_1385732828_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10632363_742148215859816_2117430148_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10632363_742148215859816_2117430148_n.jpg|http://instagram.com/p/tsGYjkQtnn/|2014-10-03 11:42:07|Look do dia #sextafeira #finaestampa #arrasenofds |823060908023667438|image|823060907637791207_1462014277|4
finaestampa!!programaespaco7!!quadrodemodafinaestampa!!tvmossoro|412530022|samarafinaestampa|http://images.ak.instagram.com/profiles/profile_412530022_75sq_1388752905.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/1391302_709139192469147_510871691_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/1391302_709139192469147_510871691_n.jpg|http://instagram.com/p/tq4tBAAF_-/|2014-10-03 00:23:20|Finas, amanha tem reprise do quadro de moda #FinaEstampa com dicas de looks para o trabalho. A partir das 15h na Tv Mossoro ou se preferir pelo site www.tvmossoro.tv nao percam  #FinaEstampa #Tvmossoro #Quadrodemodafinaestampa #programaespaco7 |822719266439585050|image|822719266003378174_412530022|4
hair!!finaestampa!!semfiltro!!antesedepois!!mechas!!corte!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/10175315_1487866498166967_62779288_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/10175315_1487866498166967_62779288_n.jpg|http://instagram.com/p/tqpN0axT68/|2014-10-02 22:08:01|Cliente com o desejo de mudar, mas receio de danificar as madeixas. Mechas na medida! Do cabelao natural, para madeixas iluminadas e com movimento! #mechas #corte #antesedepois #hair #cabeleireira #semfiltro #FinaEstampa|822651151953772306|image|822651151492398780_1414069430|4
finaestampa!!arrumadinho!!conquistar!!boraarriscar|196864595|juninhoboraceia|http://photos-a.ak.instagram.com/hphotos-ak-xaf1/10684129_1481450982107208_1397301649_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1922155_1532054413673019_716131576_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1922155_1532054413673019_716131576_n.jpg|http://instagram.com/p/tqMXOJx9Br/|2014-10-02 17:55:53|Fino trato e inspiracao para novos projetos. #BoraArriscar  #FinaEstampa #Arrumadinho #Conquistar|822524254754427748|image|822524254251110507_196864595|4
finaestampa!!muitolindo!!banabanalovers!!omelhordamoda!!lookdodia|1462014277|finaestampaloja_|http://photos-f.ak.instagram.com/hphotos-ak-xfa1/914449_461430510664237_1385732828_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10706831_276523455891121_91171396_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10706831_276523455891121_91171396_n.jpg|http://instagram.com/p/tqI7k7Qtun/|2014-10-02 17:25:54|Apaixonada pela nova colecao! #banabanalovers #muitolindo #lookdodia #finaestampa #omelhordamoda|822509161081395510|image|822509160418696103_1462014277|4
finaestampa|31793430|120diasdesodoma|http://images.ak.instagram.com/profiles/profile_31793430_75sq_1333513498.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10691679_1475480496063959_1073171844_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10691679_1475480496063959_1073171844_n.jpg|http://instagram.com/p/toRvmWtZ5b/|2014-10-02 00:04:25|En el #FinaEstampa|821984970304494711|image|821984969784401499_31793430|1
finaestampa!!caetano!!veloso|3364624|vsqk|http://photos-b.ak.instagram.com/hphotos-ak-xaf1/10593381_863263460359177_209945811_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/1390331_1521723138074024_1293396869_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/1390331_1521723138074024_1293396869_n.jpg|http://instagram.com/p/toF3hLyEW4/|2014-10-01 22:20:39|#FINAESTAMPA #CAETANO #VELOSO|821932738067580421|image|821932737430046136_3364624|4
finaestampa!!programaespaco7!!quadrodemodafinaestampa!!tvmossoro|412530022|samarafinaestampa|http://images.ak.instagram.com/profiles/profile_412530022_75sq_1388752905.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1173082_290538277799386_1086617200_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1173082_290538277799386_1086617200_n.jpg|http://instagram.com/p/tniFRBAF0h/|2014-10-01 17:07:57|No quadro de hoje 05 dicas para se vestir bem no trabalho. Reunimos ideias para voce se sair bem de segunda a sexta e arrasar nos visuais mais formais. Daqui a pouquinho, a partir das 15h na Tv Mossoro, ou pelo site www.tvmossoro.tv #FinaEstampa #Tvmossoro #Quadrodemodafinaestampa #programaespaco7|821775353063169996|image|821775352467578145_412530022|4
hair!!finaestampa!!penteado!!tranca!!garopaba!!semipreso!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10616768_496297437140711_758228059_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10616768_496297437140711_758228059_n.jpg|http://instagram.com/p/tnBmxRxT53/|2014-10-01 12:24:10|#penteado #tranca #semipreso #hair #cabeleireira #FinaEstampa #Garopaba|821632519828225583|image|821632519316520567_1414069430|4
finaestampa!!saudades!!ameiessecasal|1431871342|novelasminhavida|http://photos-e.ak.instagram.com/hphotos-ak-xaf1/10624329_1677897985767932_1917172345_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10661257_292543110942029_300618490_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10661257_292543110942029_300618490_n.jpg|http://instagram.com/p/tlKisllP00/|2014-09-30 19:03:46|Paulo e Esther #finaestampa #ameiessecasal #saudades|821108872429502223|image|821108871867465012_1431871342|4
finaestampa!!saudades!!ameiessecasal|1431871342|novelasminhavida|http://photos-e.ak.instagram.com/hphotos-ak-xaf1/10624329_1677897985767932_1917172345_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10661256_1567851546768665_1985342690_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10661256_1567851546768665_1985342690_n.jpg|http://instagram.com/p/tlKBbiFPz8/|2014-09-30 18:59:14|Rene e Vanessa #finaestampa #ameiessecasal #saudades|821106586508656224|image|821106585812401404_1431871342|4
finaestampa!!riiiiico!!postrada!!encoma!!nami!!almuerzo|183784141|_danibelen|http://photos-c.ak.instagram.com/hphotos-ak-xfa1/10724711_393203487493834_2046363676_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10666093_767034243389278_135080598_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10666093_767034243389278_135080598_n.jpg|http://instagram.com/p/tgQiLqwLt9/|2014-09-28 21:19:56|Los domingos son para comer!!! Jajaja  #finaestampa #riiiiico #almuerzo #nami #postrada #encoma|819727850335680877|image|819727849916251005_183784141|4
finaestampa!!penteado!!hairdresser!!garopaba!!hair!!coque!!tranca!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10683950_366759310154728_1468100462_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10683950_366759310154728_1468100462_n.jpg|http://instagram.com/p/tgBIJBRT2o/|2014-09-28 19:05:18|#penteado #coque #tranca #hair  #hairdresser #cabeleireira #FinaEstampa #Garopaba|819660091564571897|image|819660089668746664_1414069430|4
finaestampa!!tabademasiadogueno!!dinner!!birthday!!quieromaspaella|1424720788|viksdona|http://photos-f.ak.instagram.com/hphotos-ak-xfa1/915613_1458587134389693_2111951426_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/10369384_836829933029036_187339725_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/10369384_836829933029036_187339725_n.jpg|http://instagram.com/p/tf445wDFc3/|2014-09-28 17:53:19|Con la bella cumpleanera @arapilar27  #birthday #FinaEstampa #tabademasiadogueno #quieromaspaella #dinner|819623858713416957|image|819623858109437751_1424720788|4
finaestampa!!samba!!calaf|177138526|geofrecosta|http://images.ak.instagram.com/profiles/profile_177138526_75sq_1361602926.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706992_1467265316870431_117662650_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706992_1467265316870431_117662650_n.jpg|http://instagram.com/p/teBGAitx1B/|2014-09-28 00:26:32|Calaf pegando fogo!! Segunda etapa do dia com a galera do Fina Estampa! Bom demais!|819096993660345443|image|819096993173806401_177138526|4
beautiful!!cute!!fashion!!love!!summer!!food!!instalike!!tbt!!igers!!follow!!instadaily!!instamood!!friends!!girl!!me!!tagsforlikes!!like4like!!followme!!cro!!marceloserrado!!instagood!!finaestampa!!bestoftheday!!fun!!smile!!photooftheday!!picoftheday!!happy|196605509|esdrasfigueiredo|http://photos-f.ak.instagram.com/hphotos-ak-xpa1/10518119_251118965083237_1906948432_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xfp1/t51.2885-15/10467974_1477595802503739_757475670_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xfp1/t51.2885-15/10467974_1477595802503739_757475670_n.jpg|http://instagram.com/p/tfrMAwB_jk/|2014-09-28 15:53:36|Com Marcelo Serrado #marceloserrado#cro#finaestampa#|819563599256615882|image|819563598644246756_196605509|4
finaestampa|1511821029|maiaraqueiroz_fc|http://photos-c.ak.instagram.com/hphotos-ak-xaf1/10684059_635989563185866_1065942450_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10666265_771161346288439_18925060_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10666265_771161346288439_18925060_n.jpg|http://instagram.com/p/teyC89EBtB/|2014-09-28 07:34:17|#finaestampa|819312287886088220|image|819312287441492801_1511821029|1
hair!!finaestampa!!sabado!!boanoite!!obrigadosenhor!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10691633_576448025793555_463923580_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10691633_576448025793555_463923580_n.jpg|http://instagram.com/p/td1qPfRT4B/|2014-09-27 22:46:37|Semana produtiva, find pra descansar! #boanoite #cabeleireira #hair #sabado #obrigadoSenhor #FinaEstampa|819046707051708313|image|819046706565168641_1414069430|4
finaestampa!!penteado!!casamento!!hair!!coque!!tranca!!madrinha!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706644_1384499618507052_399924467_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706644_1384499618507052_399924467_n.jpg|http://instagram.com/p/tdKigIxTy2/|2014-09-27 16:29:49|#penteado #coque #tranca #madrinha #casamento #hair #cabeleireira #FinaEstampa|818857059255926425|image|818857058685500598_1414069430|4
finaestampa!!vemver!!primavera!!moda|1446452564|michele.candido.54|http://photos-d.ak.instagram.com/hphotos-ak-xaf1/10560996_491929414284843_30703604_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10665342_745512845497033_1971154900_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10665342_745512845497033_1971154900_n.jpg|http://instagram.com/p/tcvbwdqBV9/|2014-09-27 12:32:58|#vemver #finaestampa #moda #primavera|818737848401794282|image|818737847923643773_1446452564|4
globo!!boy!!danstulbach!!soapopera!!actor!!finaestampa!!mulheresapaixonadas!!senhoradodestino!!guy!!man|1472171812|novelasbrasil|http://photos-f.ak.instagram.com/hphotos-ak-xaf1/10632060_703835303037909_2080422912_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10684068_580356948754403_1022986838_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10684068_580356948754403_1022986838_n.jpg|http://instagram.com/p/tbuNOfnFfu/|2014-09-27 03:03:01|Dan Stulbach, 45.  #DanStulbach #actor #SoapOpera #Globo #MulheresApaixonadas #SenhoradoDestino #FinaEstampa #boy #guy #man|818450976873403728|image|818450976353310702_1472171812|4
globo!!danstulbach!!soapopera!!actor!!finaestampa!!aguinaldosilva!!guy!!man|1472171812|novelasbrasil|http://photos-f.ak.instagram.com/hphotos-ak-xaf1/10632060_703835303037909_2080422912_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10684024_964278256922972_1376703124_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10684024_964278256922972_1376703124_n.jpg|http://instagram.com/p/tbs-BJHFc0/|2014-09-27 02:52:12|Dan Stulbach como Paulo Siqueira em Fina Estampa (2011). #DanStulbach #actor #SoapOpera #Globo #FinaEstampa #AguinaldoSilva #guy #man|818445533648279397|image|818445533178517300_1472171812|4
finaestampa|897504362|madametorrejon|http://images.ak.instagram.com/profiles/profile_897504362_75sq_1388519726.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10691803_1474443852815778_1705670366_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10691803_1474443852815778_1705670366_n.jpg|http://instagram.com/p/ta0iXsRC7J/|2014-09-26 18:39:05|#FinaEstampa|818197343286602855|image|818197342640680649_897504362|4
finaestampa!!vemserfina!!vcbonita|1446452564|michele.candido.54|http://photos-d.ak.instagram.com/hphotos-ak-xaf1/10560996_491929414284843_30703604_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10684267_1555770151312948_981946246_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10684267_1555770151312948_981946246_n.jpg|http://instagram.com/p/tanHeJqBWs/|2014-09-26 16:41:49|#finaestampa #vcbonita #vemserfina|818138320040630213|image|818138319545701804_1446452564|4
finaestampa!!eumereco!!sexta|1446452564|michele.candido.54|http://photos-d.ak.instagram.com/hphotos-ak-xaf1/10560996_491929414284843_30703604_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xpa1/t51.2885-15/923786_1571368133086825_1367762238_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xpa1/t51.2885-15/923786_1571368133086825_1367762238_n.jpg|http://instagram.com/p/taE8F5KBQf/|2014-09-26 11:43:10|#sexta  #eumereco #finaestampa|817988004489992144|image|817988004003451935_1446452564|4
finaestampa!!semprefina!!sejafina|1446452564|michele.candido.54|http://photos-d.ak.instagram.com/hphotos-ak-xaf1/10560996_491929414284843_30703604_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10654863_1471823019761408_152776763_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10654863_1471823019761408_152776763_n.jpg|http://instagram.com/p/tYK4wQKBSP/|2014-09-25 17:56:40|#finaestampa #sejafina #semprefina|817451213613701050|image|817451212934222991_1446452564|1
finaestampa!!semfiltro!!antesedepois!!mechas!!corte!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10683884_1530138560537800_2132623242_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10683884_1530138560537800_2132623242_n.jpg|http://instagram.com/p/tWA9mBRT6y/|2014-09-24 21:51:27|Do longo adolescente, para um Long Bob moderno cheio de atitude! #antesedepois #mechas #corte #cabeleireira #semfiltro #FinaEstampa|816844615687945278|image|816844615125909170_1414069430|4
hair!!finaestampa!!penteado!!coque!!15anos!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10661250_1493143844273773_128617567_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10661250_1493143844273773_128617567_n.jpg|http://instagram.com/p/tTsQQART6r/|2014-09-24 00:12:01|#15anos #penteado #cabeleireira #hair #coque #FinaEstampa|816190588688088069|image|816190588226715307_1414069430|4
hair!!finaestampa!!penteado!!coque!!formatura!!cabeleireira|1414069430|annerose.arte|http://photos-c.ak.instagram.com/hphotos-ak-xfp1/10413937_698317133572186_488958549_a.jpg|Null|Null|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706986_336121363224471_1335419066_a.jpg|http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10706986_336121363224471_1335419066_n.jpg|http://instagram.com/p/tTPJYTxTyD/|2014-09-23 19:57:41|#formatura #penteado #coque #hair #cabeleireira #FinaEstampa|816062573295517112|image|816062572758645891_1414069430|4
#tomapaqueteenamoretweepy
@311730044
felizdiamama|311730044|pardoschicken|http://images.ak.instagram.com/profiles/profile_311730044_75sq_1361414651.jpg|Null|Null|http://scontent-b.cdninstagram.com/hphotos-xpa1/t51.2885-15/925858_1434968010086949_580932225_a.jpg|http://scontent-b.cdninstagram.com/hphotos-xpa1/t51.2885-15/925858_1434968010086949_580932225_n.jpg|http://instagram.com/p/n3KwxcALTh/|2014-05-11 15:43:40|#Felizdiamama|718089998007580246|image|718089997672035553_311730044|4
